DATE,inflation,core_inflation
6/1/1953,0.90464,.
7/1/1953,0.41229,.
8/1/1953,0.59948,.
9/1/1953,0.97634,.
10/1/1953,0.97415,.
11/1/1953,0.59948,.
12/1/1953,0.59903,.
1/1/1954,1.12613,.
2/1/1954,1.50432,.
3/1/1954,1.12655,.
4/1/1954,0.63694,.
5/1/1954,0.86142,.
6/1/1954,0.63504,.
7/1/1954,0.26129,.
8/1/1954,0,.
9/1/1954,-0.29751,.
10/1/1954,-0.85343,.
11/1/1954,-0.26071,.
12/1/1954,-0.37216,.
1/1/1955,-0.63103,.
2/1/1955,-0.62986,.
3/1/1955,-0.51987,.
4/1/1955,-0.26061,.
5/1/1955,-0.59413,.
6/1/1955,-0.85375,.
7/1/1955,-0.3723,.
8/1/1955,-0.48417,.
9/1/1955,0.1492,.
10/1/1955,0.37425,.
11/1/1955,0.37341,.
12/1/1955,0.37355,.
1/1/1956,0.22413,.
2/1/1956,0.14914,.
3/1/1956,0.37327,.
4/1/1956,0.52258,.
5/1/1956,0.97124,.
6/1/1956,1.64732,.
7/1/1956,1.98057,.
8/1/1956,2.20808,.
9/1/1956,1.8622,.
10/1/1956,2.57271,.
11/1/1956,2.34375,.
12/1/1956,2.82843,.
1/1/1957,3.13082,.
2/1/1957,3.49963,.
3/1/1957,3.60729,.
4/1/1957,3.71333,.
5/1/1957,3.58861,.
6/1/1957,3.53591,.
7/1/1957,3.29791,.
8/1/1957,3.55181,.
9/1/1957,3.54662,.
10/1/1957,2.94438,.
11/1/1957,3.27154,.
12/1/1957,3.04017,.
1/1/1958,3.5056,2.80702
2/1/1958,3.23741,2.7972
3/1/1958,3.62527,2.78746
4/1/1958,3.61618,2.43056
5/1/1958,3.35714,2.43056
6/1/1958,2.84596,2.42215
7/1/1958,2.48315,2.06897
8/1/1958,2.3338,2.06897
9/1/1958,2.08333,2.06186
10/1/1958,2.08333,1.71233
11/1/1958,1.90074,1.70648
12/1/1958,1.75623,2.04778
1/1/1959,1.2919,2.04778
2/1/1959,1.0453,1.70068
3/1/1959,0.34638,1.69492
4/1/1959,0.13822,1.69492
5/1/1959,0.34554,2.0339
6/1/1959,0.6918,2.02703
7/1/1959,0.89997,2.02703
8/1/1959,0.8293,2.02703
